index,source,target
1806,"≪G★5 Hiden Guide≫
G Hiden Guide [Giaorugu]{j}Hunt 1 Giaorugu{j}Break Giaorugu's Horns{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1807,"≪G★7 Hiden Guide≫
G Hiden Guide [Baruragaru]{j}Hunt 1 Baruragaru{j}Break Baru's Head{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1808,"≪G★2 Hiden Guide≫
G Hiden Guide [Farunokku]{j}Hunt 1 Farunokku{j}Break Farunokku's Head{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1809,"≪G★2 Hiden Guide≫
G Hiden Guide [Congalala]{j}Hunt 1 Congalala{j}Break Congalala's Head{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1810,"≪G★6 Hiden Guide≫
G Hiden Guide [Kamu Orugaron]{j}Hunt 1 Kamu Orugaron{j}Break Kamu Orugaron's Head{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1811,"≪G★6 Hiden Guide≫
G Hiden Guide [Rajang]{j}Hunt 1 Rajang{j}Break Rajang's Head{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1812,"≪G★7 Hiden Guide≫
G Hiden Guide [Gold Rathian]{j}Hunt 1 Gold Rathian{j}Break Gold Rathian's Head{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1813,"≪G★7 Hiden Guide≫
G Hiden Guide [Akura Vashimu]{j}1 Akura Vashimu{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、
尾晶蠍の討伐をお願いします。",
1814,"≪G★3 Hiden Guide≫
G Hiden Guide [Shogun]{j}1 Shogun Ceanataur{j}Break Shogun Ceanataur's Claws{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1815,"≪G★3 Hiden Guide≫
G Hiden Guide [Hyujikiki]{j}Hunt 1 Hyujikiki{j}Break Hyujikiki's Horn{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1816,"≪G★4 Hiden Guide≫
G Hiden Guide [Blangonga]{j}Hunt 1 Blangonga{j}Sever Blangonga's Tail{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1817,"≪G★4 Hiden Guide≫
G Hiden Guide [Diablos]{j}Hunt 1 Diablos{j}Break Diablos' Horn{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1818,"≪G★6 Hiden Guide≫
G Hiden Guide [Black Gravios]{j}Hunt 1 Black Gravios{j}Break Black Gravios' Chest{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1819,"≪G★7 Hiden Guide≫
G Hiden Guide [Dyuragaua]{j}Hunt 1 Dyuragaua{j}Break Dyuragaua's Head{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1820,"≪G★4 Hiden Guide≫
G Hiden Guide [Midogaron]{j}Hunt 1 Midogaron{j}Break Midogaron's Head{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1821,"≪G★4 Hiden Guide≫
G Hiden Guide [Plesioth]{j}Hunt 1 Plesioth{j}Break Plesioth's Fin{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1822,"≪G★5 Hiden Guide≫
G Hiden Guide [Gougarf]{j}Hunt 2 Gougarf{j}Break Lolo Gougarf's Head{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1823,"≪G★6 Hiden Guide≫
G Hiden Guide [Espinas]{j}Hunt 1 Espinas{j}Break Espinas' Horn{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1824,"≪G★7 Hiden Guide≫
G Hiden Guide [Gurenzeburu]{j}Hunt 1 Gurenzeburu{j}Break Gurenzeburu's Head{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1825,"≪G★7 Hiden Guide≫
G Hiden Guide [Meraginasu]{j}1 Meraginasu{j}Break Meraginasu's Horn{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1826,"≪G★1 Hiden Guide≫
G Hiden Guide [Daimyo]{j}1 Daimyo Hermitaur{j}Break Daimyo Hermitaur's Claws{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1827,"≪G★2 Hiden Guide≫
G Hiden Guide [Gypceros]{j}Hunt 1 Gypceros{j}Break Gypceros' Lightcrystal{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1828,"≪G★3 Hiden Guide≫
G Hiden Guide [Basarios]{j}Hunt 1 Basarios{j}Break Basarios' Chest{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1829,"≪G★4 Hiden Guide≫
G Hiden Guide [Rathalos]{j}Hunt 1 Rathalos{j}Break Rathalos' Head{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1830,"≪G★6 Hiden Guide≫
G Hiden Guide [Volganos]{j}Hunt 1 Volganos{j}Break Volganos' Head{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1831,"≪G★7 Hiden Guide≫
G Hiden Guide [Forokururu]{j}Hunt 1 Forokururu{j}Break Forokururu's Head{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1832,"≪G★3 Hiden Guide≫
G Hiden Guide [Nono Orugaron]{j}Hunt 1 Nono Orugaron{j}Break Nono Orugaron's Back{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1833,"≪G★5 Hiden Guide≫
G Hiden Guide [Berukyurosu]{j}Hunt 1 Berukyurosu{j}Break Berukyurosu's Head{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1834,"≪G★5 Hiden Guide≫
G Hiden Guide [Tigrex]{j}Hunt 1 Tigrex{j}Break Tigrex's Head{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1835,"≪G★6 Hiden Guide≫
G Hiden Guide [Anorupatisu]{j}Hunt 1 Anorupatisu{j}Break Anorupatisu's Head{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1836,"≪G★7 Hiden Guide≫
G Hiden Guide [Yian Garuga]{j}Hunt 1 Yian Garuga{j}Break Main Target's Beak{j}None{j}Achieve Required Objectives{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、指定
の部位の破壊をお願いします。",
1837,"≪G★7 Hiden Guide≫
G Hiden Guide [Rebidiora]{j}1 Rebidiora{j}None{j}None{j}Achieve Main Objective{j}Faint 3 Times／Time Runs Out
Zero Base Durability{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、
雷極龍の討伐をお願いします。",
1838,"≪G★7 Hiden Guide≫
G Hiden Guide [Zerureusu]{j}1 Zerureusu{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、
輝界竜の討伐をお願いします。",
1839,"≪Ｇ★４イベント≫
Ｇ級秘伝への導き【天翔龍】{j}シャンティエン１体の討伐{j}なし{j}なし{j}メインターゲットの達成{j}３回力尽きる
タイムアップ{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、
天翔龍の討伐をお願いします。",
1840,"≪Ｇ★６イベント≫
Ｇ級秘伝への導き【黒龍】{j}ミラボレアス１体の討伐{j}なし{j}なし{j}メインターゲットの達成{j}３回力尽きる
タイムアップ{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、
黒龍の討伐をお願いします。",
1841,"≪Ｇ★７イベント≫
Ｇ級秘伝への導き【熾凍龍】{j}ディスフィロア１体の討伐{j}なし{j}なし{j}メインターゲットの達成{j}３回力尽きる
タイムアップ{j}ハンターズギルド{j}武器の扱いを極めたハンター
が手にする『秘伝防具』。
かねてよりギルドから様々な
手助けをしてきましたが、
今回は更なる高みを目指す方
のために非常に貴重なＧ級素
材を提供させていただきます。
ただし、調査のために、
熾凍龍の討伐をお願いします。",
1842,"≪Extreme Conquest Quest≫
Soaring in the Skies{j}1 Shantien{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}大型探査船の航路付近に、
天翔龍の姿が確認されました。
迎撃用の装備があるとはいえ、
そう何度も襲われていては
調査を行うことができません。
大型探査船に同乗し、天翔龍
の討伐に当たって下さい。",
1843,"≪Extreme Conquest Quest≫
Soaring in the Skies{j}1 Shantien{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}大型探査船の航路付近に、
天翔龍の姿が確認されました。
迎撃用の装備があるとはいえ、
そう何度も襲われていては
調査を行うことができません。
大型探査船に同乗し、天翔龍
の討伐に当たって下さい。",
1844,"≪Extreme Conquest Quest≫
Soaring in the Skies{j}1 Shantien{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}大型探査船の航路付近に、
天翔龍の姿が確認されました。
迎撃用の装備があるとはいえ、
そう何度も襲われていては
調査を行うことができません。
大型探査船に同乗し、天翔龍
の討伐に当たって下さい。",
1845,"≪Extreme Conquest Quest≫
Soaring in the Skies{j}1 Shantien{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}大型探査船の航路付近に、
天翔龍の姿が確認されました。
迎撃用の装備があるとはいえ、
そう何度も襲われていては
調査を行うことができません。
大型探査船に同乗し、天翔龍
の討伐に当たって下さい。",
1846,"≪Extreme Conquest Quest≫
Purgatory's Infernal Flames{j}1 Disufiroa{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}生物が存在できない場所だと
言われていた『最果ての地』
に、龍がいたと大型探査船
から報告がありました。
僅かに残る資料から、
『熾凍龍』と呼ばれる古龍で
あると推測されますが、詳細
は全くの不明です。現地へ
向かい、調査をお願いします。",
1847,"≪Extreme Conquest Quest≫
Purgatory's Infernal Flames{j}1 Disufiroa{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}生物が存在できない場所だと
言われていた『最果ての地』
に、龍がいたと大型探査船
から報告がありました。
僅かに残る資料から、
『熾凍龍』と呼ばれる古龍で
あると推測されますが、詳細
は全くの不明です。現地へ
向かい、調査をお願いします。",
1848,"≪Extreme Conquest Quest≫
Purgatory's Infernal Flames{j}1 Disufiroa{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}生物が存在できない場所だと
言われていた『最果ての地』
に、龍がいたと大型探査船
から報告がありました。
僅かに残る資料から、
『熾凍龍』と呼ばれる古龍で
あると推測されますが、詳細
は全くの不明です。現地へ
向かい、調査をお願いします。",
1849,"≪Extreme Conquest Quest≫
Purgatory's Infernal Flames{j}1 Disufiroa{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}生物が存在できない場所だと
言われていた『最果ての地』
に、龍がいたと大型探査船
から報告がありました。
僅かに残る資料から、
『熾凍龍』と呼ばれる古龍で
あると推測されますが、詳細
は全くの不明です。現地へ
向かい、調査をお願いします。",
1850,"≪Extreme Conquest Quest≫
Resentful Star of Dark Skies{j}1 Fatalis{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}シュレイド城上空に巨大な火
球が発生しており調査の結果、
恐ろしい事実が判明しました。
なんと、黒き伝説と謳われる
ミラボレアスがより強力に変
異していたのです！
このままでは想像もできない
被害が発生することでしょう。
迅速な討伐をお願いします。",
1851,"≪Extreme Conquest Quest≫
Resentful Star of Dark Skies{j}1 Fatalis{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}シュレイド城上空に巨大な火
球が発生しており調査の結果、
恐ろしい事実が判明しました。
なんと、黒き伝説と謳われる
ミラボレアスがより強力に変
異していたのです！
このままでは想像もできない
被害が発生することでしょう。
迅速な討伐をお願いします。",
1852,"≪Extreme Conquest Quest≫
Resentful Star of Dark Skies{j}1 Fatalis{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}シュレイド城上空に巨大な火
球が発生しており調査の結果、
恐ろしい事実が判明しました。
なんと、黒き伝説と謳われる
ミラボレアスがより強力に変
異していたのです！
このままでは想像もできない
被害が発生することでしょう。
迅速な討伐をお願いします。",
1853,"≪Extreme Conquest Quest≫
Resentful Star of Dark Skies{j}1 Fatalis{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}シュレイド城上空に巨大な火
球が発生しており調査の結果、
恐ろしい事実が判明しました。
なんと、黒き伝説と謳われる
ミラボレアスがより強力に変
異していたのです！
このままでは想像もできない
被害が発生することでしょう。
迅速な討伐をお願いします。",
1854,"≪Extreme Conquest Quest≫
Furious Scorching Flames{j}1 Fatalis{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}常に噴火を繰り返す大火山の
火口に巨大な龍の影が目撃さ
れ調査団を派遣しました。
彼等の報告では、より異形に
変異した紅きミラボレアスが
潜んでいたとのこと。
過去の例を見てもこのまま
放っておくことは出来ません。
迅速な討伐をお願いします。",
1855,"≪Extreme Conquest Quest≫
Furious Scorching Flames{j}1 Fatalis{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}常に噴火を繰り返す大火山の
火口に巨大な龍の影が目撃さ
れ調査団を派遣しました。
彼等の報告では、より異形に
変異した紅きミラボレアスが
潜んでいたとのこと。
過去の例を見てもこのまま
放っておくことは出来ません。
迅速な討伐をお願いします。",
1856,"≪Extreme Conquest Quest≫
Furious Scorching Flames{j}1 Fatalis{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}常に噴火を繰り返す大火山の
火口に巨大な龍の影が目撃さ
れ調査団を派遣しました。
彼等の報告では、より異形に
変異した紅きミラボレアスが
潜んでいたとのこと。
過去の例を見てもこのまま
放っておくことは出来ません。
迅速な討伐をお願いします。",
1857,"≪Extreme Conquest Quest≫
Furious Scorching Flames{j}1 Fatalis{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}常に噴火を繰り返す大火山の
火口に巨大な龍の影が目撃さ
れ調査団を派遣しました。
彼等の報告では、より異形に
変異した紅きミラボレアスが
潜んでいたとのこと。
過去の例を見てもこのまま
放っておくことは出来ません。
迅速な討伐をお願いします。",
1858,"≪Shiten Quest≫
The Red Moon of Resurrection{j}1 Disufiroa{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}最果ての地より覗く月が、
紅く染まる周期を日に日に
短くし、その紅さを強めてい
るとの報告が調査員より
届きました。
ギルドは、これを不吉な事が
起こる前兆と捉え、優れた
ハンターを向かわせることを
決定しました。
至急、現地へ出発して下さい。",
1859,"≪Advanced Shiten Quest≫
Apocalyptic Red Moon{j}1 Disufiroa{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}最果ての地の月が
おぞましいほどの深紅色に
染まったとの報告が、
調査員より届きました。
ギルドはこの異常現象を
かつてない凶兆と捉え、
歴戦のハンターを向かわせ
ることを決定しました。
至急、現地へ出発し、紅月の
謎を突き止めてください。",
1860,"≪Shiten Quest≫
Evil Engraved Upon Eternity{j}？？？{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}彼の地にかつてない災いが
降りかかろうとしています。
何人も寄せ付けない禍々しい
オーラを放ち、調査員も近づ
くことができません。
このままでは、周囲の生態系
に深刻な影響を及ぼしかねま
せん。
卓越した技術をもつハンター
は現地へ急行してください。",
1861,"≪Advanced Shiten Quest≫
The End of Eternity{j}？？？{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}彼の地に再び大いなる災いが
降りかかろうとしています。
周囲は漆黒の闇に覆われ、
いかなる生物も近づくことが
できなくなりました。
以前姿を現した時よりもさ
らに力を増しているようです。
この災禍に抗する力をもつ
ハンターは至急現場に
向かってください。",
1862,"≪★1 Zenith Quest≫
Ultimate Cloak of Thorns{j}1 Hyujikiki{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}針が大きく発達した
≪針纏竜≫が現れました。
ギルドでは、この個体を
部位の発達した≪辿異種≫と
位置づけ、調査を行います。
これまでの針纏竜より危険
との報告もあります。
気を付けて調査をお願いしま
す。",
1863,"≪★2 Zenith Quest≫
Piercing Thunder Needles{j}1 Hyujikiki{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}辿異種≪ヒュジキキ≫が
再び現れました。
針はより強力となり、さらに
力をつけているようです。
十分に気を付けて調査をお願
いします。",
1864,"≪★3 Zenith Quest≫
Needles and Thunderstorms{j}1 Hyujikiki{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}辿異種≪ヒュジキキ≫は
猛烈な強さとなり、暴れ続け
ています。
このままでは非常に危険です。
万全の準備をして調査をお願
いします。",
1865,"≪★4 Zenith Quest≫
Stimulating Needles{j}1 Hyujikiki{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}辿異種≪ヒュジキキ≫は
ヒュジキキの中でも、
頂点に辿りつくほどの強さに
達したようです。
その強さは計り知れません。
頂に挑戦する腕に自信のある
ハンターは調査をお願いしま
す。",
1866,"≪★1 Zenith Quest≫
Ice Wyvern's Ultimate Tail{j}1 Giaorugu{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}尻尾が大きく発達した
≪氷獰竜≫が現れました。
ギルドでは、この個体を
部位の発達した≪辿異種≫と
位置づけ、調査を行います。
これまでの氷獰竜より危険
との報告もあります。
気を付けて調査をお願いしま
す。",
1867,"≪★2 Zenith Quest≫
Sweeping Frozen Blade{j}1 Giaorugu{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}辿異種≪ギアオルグ≫が
再び現れました。
尾はより強力となり、さらに
力をつけているようです。
十分に気を付けて調査をお願
いします。",
1868,"≪★3 Zenith Quest≫
Shattering Frozen Blood{j}1 Giaorugu{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}辿異種≪ギアオルグ≫は
猛烈な強さとなり、暴れ続け
ています。
このままでは非常に危険です。
万全の準備をして調査をお願
いします。",
1869,"≪★4 Zenith Quest≫
Tail of Ice{j}1 Giaorugu{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}ハンターズギルド{j}辿異種≪ギアオルグ≫は
ギアオルグの中でも、
頂点に辿りつくほどの強さに
達したようです。
その強さは計り知れません。
頂に挑戦する腕に自信のある
ハンターは調査をお願いしま
す。",
