index,source,target
1304,特殊な技法で作られた為、その{j}仕組みは謎の覇弓。恐るべき破{j}壊力を持つ。{c11}≪ＨＣ武器≫{/c},
1305,特殊な技法で作られた為、その{j}仕組みは謎の覇弓。恐るべき破{j}壊力を持つ。{c11}≪ＨＣ武器≫{/c},
1306,強大な岩をも砕く弓。{j}この弓を手にしたものは自然と{j}力が湧いてくると言われる。,
1307,強大な岩をも砕く弓。{j}この弓を手にしたものは自然と{j}力が湧いてくると言われる。,
1308,強大な岩をも砕く弓。{j}この弓を手にしたものは自然と{j}力が湧いてくると言われる。,
1309,強大な岩をも砕く弓。{j}この弓を手にしたものは自然と{j}力が湧いてくると言われる。,
1310,天より与えられし弓。{j}未知なる力を吸収し成長する。{j}雷属性。{c05}≪進化武器≫{/c},
1311,天より与えられし弓。{j}未知なる力を吸収し成長する。{j}雷属性。{c05}≪進化武器≫{/c},
1312,天より与えられし弓。{j}未知なる力を吸収し成長する。{j}雷属性。{c05}≪進化武器≫{/c},
1313,天より与えられし弓。{j}未知なる力を吸収し成長する。{j}水属性。{c05}≪進化武器≫{/c},
1314,天より与えられし弓。{j}未知なる力を吸収し成長する。{j}水属性。{c05}≪進化武器≫{/c},
1315,天より与えられし弓。{j}未知なる力を吸収し成長する。{j}水属性。{c05}≪進化武器≫{/c},
1316,使い易さをコンセプトとして{j}開発された氷属性の狩猟用弓。,
1317,使い易さをコンセプトとして{j}開発された氷属性の狩猟用弓。,
1318,使い易さをコンセプトとして{j}開発された氷属性の狩猟用弓。,
1319,使い易さと高威力を備えてい{j}る狩猟用の弓。初心者からベ{j}テランにまで愛用されている。,
1320,古龍退治を生業とした有名な{j}狩人集団の首領が使用した弓{j}のレプリカ。,
1321,古龍退治を生業とした有名な{j}狩人集団の首領が使用した弓{j}のレプリカ。,
1322,古龍退治を生業とした有名な{j}狩人集団の首領が使用した弓{j}のレプリカ。,
1323,古龍退治を生業とした有名な{j}狩人集団の首領がかつて使用{j}した名弓。,
1324,正体不明のモンスターの甲殻{j}から制作した弓。{j}扱うにはかなりの腕力が必要。,
1325,正体不明のモンスターの甲殻{j}から制作した弓。{j}扱うにはかなりの腕力が必要。,
1326,尾晶蠍の素材で強化した弓。{j}高い攻撃力をもつ無数の矢が{j}モンスターの殻を破壊する。,
1327,凶悪な尾晶蠍を討伐した証と{j}して所持が許される重弓。{j}{c16}≪親方印≫{/c},
1328,龍属性を帯びた墨で塗装した{j}木製の高性能な貫通弓。{j}{c16}≪親方印≫{/c},
1329,水竜の素材を用いた水属性の{j}猟弓を改良。流麗なデザイン{j}は、ハンターに人気。,
1330,素材に桜火竜の上鱗を用いた{j}美しい狩猟弓。見た目だけで{j}なく、性能も折り紙つき。,素材に桜火竜の上鱗を用いた{j}Rathian shell. Its beauty is{j}complemented by great power.
1331,老山龍の素材で強化した剛弓。{j}力で引くことは適わず、心で{j}引くのだと、伝承は語る。,
1332,強さのみを追い求めた新しい{j}構造で生産された改良型弓。{j}{c16}≪親方印≫{/c},A Bow with a powerful new{j}構造で生産された改良型弓。{j}{c16}≪Master's Mark≫{/c}
1333,熟練のハンターが手にできる{j}黒い弓。高速で飛ぶ竜をも{j}射抜くという。{c16}≪親方印≫{/c},Black Bow favored by skilled{j}Hunters. Capable of punching{j}射抜くという。{c16}≪親方印≫{/c}
1334,多殻蟹のとある形態の素材を用{j}いた重砲。岩盤のような外装か{j}ら放たれる砲撃は威力抜群。,
1335,多殻蟹のとある形態の素材を用{j}いた重砲。岩盤のような外装か{j}ら放たれる砲撃は威力抜群。,
1336,多殻蟹のとある形態の素材を用{j}いた重砲。岩盤のような外装か{j}ら放たれる砲撃は威力抜群。,
1337,効果的に素材を追加することで{j}大幅な性能向上を試みた多殻蟹{j}素材の重砲。{c02}≪剛種武器≫{/c},
1338,蛮竜の一撃を思い出させるよう{j}な、強烈な威力を秘めた重砲。{j}{c07}ＳＰ武器{/c},
1339,ヘビィボウガンの道を極めんと{j}する者の為に開発された重砲。{j}{c11}≪ＨＣ武器≫{/c},
1340,ヘビィボウガンの道を極めんと{j}する者の為に開発された重砲。{j}{c11}≪ＨＣ武器≫{/c},
1341,ヘビィボウガンの道を極めんと{j}する者の為に開発された重砲。{j}{c11}≪ＨＣ武器≫{/c},
1342,手にした者は覇業を成すとさ{j}れるヘビィボウガン。非常に{j}重いが安定している。,
1343,手にした者は覇業を成すとさ{j}れるヘビィボウガン。非常に{j}重いが安定している。,
1344,手にした者は覇業を成すとさ{j}れるヘビィボウガン。非常に{j}重いが安定している。,
1345,太古の覇者が愛した重砲。そ{j}の威力は肉を貫き大地に傷痕{j}を残す。{c16}≪親方印≫{/c},
1346,風の神が宿るとさえ言われた{j}規格外のヘビィボウガン。{j}軽量にして強力。{c16}≪親方印≫{/c},
1347,タンクメイジを更に強化した{j}逸品。見た目は同じだが最高{j}のパーツで組まれている。,
1348,より良質の溶岩竜の素材で作{j}られたヘビィボウガン。{j}小回りの利く、優秀な逸品。,
1349,黒の鎧竜を模した超重装ボウ{j}ガン。巨大な口腔から放たれ{j}弾丸が唸りをあげる。,Very Heavy Bowgun modeled{j}on a black Gravios. Roars{j}弾丸が唸りをあげる。
1350,幻の大巌竜の軽弩。{j}{c06}強酸弾{/c}に対応。{c03}LV2 通常弾{/c}{j}が{c03}速射{/c}対応。{c05}≪進化武器≫{/c},
1351,蘇った大巌竜の軽弩。{c06}強酸弾{/c}に{j}対応。{c03}LV2 通常弾{/c}、{c03}LV1 貫通弾{/c}{j}が{c03}速射{/c}対応。{c05}≪進化武器≫{/c},
1352,幻の大巌竜の軽弩。{c06}龍酸弾{/c}に{j}対応。{c03}LV2 通常弾{/c}、{c03}LV1 貫通弾{/c}{j}が{c03}速射{/c}対応。{c05}≪進化武器≫{/c},
1353,稀少な大巌竜の軽弩。{c06}強酸弾{/c}、{j}{c06}龍酸弾{/c}に対応。{c03}LV2 通常弾{/c}が{j}{c03}速射{/c}対応。{c05}≪進化武器≫{/c},
1354,希少な棘竜素材の軽弩。{j}{c03}LV2 通常弾{/c}、{c03}火炎弾{/c}が{j}{c03}速射{/c}対応。{c11}≪ＨＣ武器≫{/c},
1355,希少な棘竜素材の軽弩。{j}{c03}LV2 通常弾{/c}、{c03}火炎弾{/c}が{j}{c03}速射{/c}対応。{c11}≪ＨＣ武器≫{/c},
1356,希少な棘竜素材の軽弩。{j}{c03}LV2 通常弾{/c}、{c03}火炎弾{/c}が{j}{c03}速射{/c}対応。{c11}≪ＨＣ武器≫{/c},
1357,業火を纏い、新生した爆炎銃。{j}{c03}LV1 貫通弾{/c}と{c03}火炎弾{/c}が{j}{c03}超速射{/c}対応。{c02}≪天嵐武器≫{/c},業火を纏い、新生した爆炎銃。{j}{c03}LV1 貫通弾{/c}と{c03}火炎弾{/c}が{j}{c03}Water S{/c}. {c02}<Tough Weapon>{/c}
1358,進化する軽弩。{j}{c06}強酸弾{/c}に対応。{c03}LV2 通常弾{/c}{j}が{c03}速射{/c}対応。{c05}≪進化武器≫{/c},
1359,進化する軽弩。{c06}強酸弾{/c}に{j}対応。{c03}LV2 通常弾{/c}、{c03}LV1 貫通弾{/c}{j}が{c03}速射{/c}対応。{c05}≪進化武器≫{/c},
1360,進化する軽弩。{c06}氷酸弾{/c}に{j}対応。{c03}LV2 通常弾{/c}、{c03}氷結弾{/c}{j}が{c03}速射{/c}対応。{c05}≪進化武器≫{/c},
1361,{c03}LV1 貫通弾{/c}、{c03}LV1 徹甲榴弾{/c}、{j}{c03}LV2 通常弾{/c}が{c03}速射{/c}対応。{j}新たな秘密兵器。{c16}≪親方印≫{/c},{c03}LV1 貫通弾{/c}、{c03}LV1 徹甲榴弾{/c}、{j}{c03}Rapid fires{/c} {c03}Normal S Lv2{/c}.{j}新たな秘密兵器。{c16}≪親方印≫{/c}
1362,狩猟を助ける赤いライトボウ{j}ガン。{c03}LV2 通常弾{/c}、{c03}LV1 徹甲榴{j}弾{/c}が{c03}速射{/c}対応。{c16}≪親方印≫{/c},
1363,黄金の魚をモチーフに製造。{j}{c03}水冷弾{/c}が{c03}速射{/c}対応。{j}{c16}≪親方印≫{/c},黄金の魚をモチーフに製造。{j}{c03}Water S{/c}.{j}{c16}≪Master's Mark≫{/c}
1364,教官ネコのど根性が炸裂！{j}{c03}火炎弾{/c}、{c03}LV1 徹甲榴弾{/c}が{j}{c03}速射{/c}対応。{c16}≪親方印≫{/c},教官ネコのど根性が炸裂！{j}instructor... {c03}Rapid fires{/c}{j}{c03}速射{/c}対応。{c16}≪親方印≫{/c}
1365,怪鳥の頭部を素材として用い{j}た軽量ボウガン。その威力は{j}高く強い風を巻き起こす。,
1366,{c03}LV1 散弾{/c}が{c03}速射{/c}可能な軽量ボ{j}ウガン。その弾丸は氷の飛礫{j}の如く対象を襲う。,
1367,名工の手でより強化された鉄{j}火ガン。玄人好みの仕上がり。{j}{c03}LV1 貫通弾{/c}の{c03}速射{/c}が可能。,名工の手でより強化された鉄{j}火ガン。玄人好みの仕上がり。{j}{c03}Pellet S Lv1{/c} & {c03}Pierce S Lv1{/c}.
1368,緻密な設計と大胆な飾り模様で{j}装飾された獰竜素材の弓。{j}シンプルで扱い易い。,
1369,緻密な設計と大胆な飾り模様で{j}装飾された獰竜素材の弓。{j}シンプルで扱い易い。,
1370,緻密な設計と大胆な飾り模様で{j}装飾された獰竜素材の弓。{j}シンプルで扱い易い。,
1371,選りすぐりの素材を利用して更{j}なる軽量化を実現した、獰竜{j}素材の剛弓。{c02}≪剛種武器≫{/c},
1372,選りすぐりの素材を利用して更{j}なる軽量化を実現した、獰竜{j}素材の剛弓。{c02}≪剛種武器≫{/c},
1373,凶暴な雪獅子が襲いかかるが{j}如く、鋭い矢を放つ至極の弓。{j}{c11}≪ＨＣ武器≫{/c},
1374,凶暴な雪獅子が襲いかかるが{j}如く、鋭い矢を放つ至極の弓。{j}{c11}≪ＨＣ武器≫{/c},
1375,凶暴な雪獅子が襲いかかるが{j}如く、鋭い矢を放つ至極の弓。{j}{c11}≪ＨＣ武器≫{/c},
1376,凶暴な雪獅子が襲いかかるが{j}如く、鋭い矢を放つ至極の弓。{j}{c11}≪ＨＣ武器≫{/c},
1377,深淵の光牙と呼ばれた民族が{j}かつて使用していた弓。{j}近年、製法の解明に成功した。,
1378,深淵の光牙と呼ばれた民族が{j}かつて使用していた弓。{j}近年、製法の解明に成功した。,
1379,深淵の光牙と呼ばれた民族が{j}かつて使用していた弓。{j}近年、製法の解明に成功した。,
1380,深淵の光牙と呼ばれた民族が{j}かつて使用していた弓。{j}近年、製法の解明に成功した。,
1381,深淵の光牙と呼ばれた民族が{j}かつて使用していた弓。{j}近年、製法の解明に成功した。,
1382,深淵の光牙と呼ばれた民族が{j}かつて使用していた弓。{j}近年、製法の解明に成功した。,
1383,深淵の光牙と呼ばれた民族が{j}かつて使用していた弓。{j}近年、製法の解明に成功した。,
1384,深淵の光牙と呼ばれた民族が{j}かつて使用していた弓。{j}近年、製法の解明に成功した。,
1385,天より与えられし弓。{j}未知なる力を吸収し成長する。{j}火属性。{c05}≪進化武器≫{/c},
1386,天より与えられし弓。{j}未知なる力を吸収し成長する。{j}火属性。{c05}≪進化武器≫{/c},
1387,天より与えられし弓。{j}未知なる力を吸収し成長する。{j}火属性。{c05}≪進化武器≫{/c},
1388,恋する乙女の想いで、相手を{j}魅了することができる拡散弓。{j}これでアイツも射止めれる？,
1389,恋する乙女の想いで、相手を{j}魅了することができる拡散弓。{j}これでアイツも射止めれる？,
1390,恋する乙女の想いで、相手を{j}魅了することができる拡散弓。{j}これでアイツも射止めれる？,
1391,恋する乙女の想いで、相手を{j}魅了することができる拡散弓。{j}ハートがアツイ！{c16}≪親方印≫{/c},
1392,装飾の施された深紅の弓。{j}儀礼用だが実用性も兼ね備えた{j}名工謹製の逸品。,装飾の施された深紅の弓。{j}crossbow that also packs a{j}punch. A precious weapon.
1393,装飾の施された深紅の弓。{j}儀礼用だが実用性も兼ね備えた{j}名工謹製の逸品。,装飾の施された深紅の弓。{j}crossbow that also packs a{j}punch. A precious weapon.
1394,装飾の施された深紅の弓。{j}儀礼用だが実用性も兼ね備えた{j}名工謹製の逸品。,装飾の施された深紅の弓。{j}crossbow that also packs a{j}punch. A precious weapon.
1395,装飾の施された深紅の弓。{j}儀礼用だが実用性も兼ね備えた{j}名工謹製の逸品。,装飾の施された深紅の弓。{j}bow that combines beauty{j}and practicality.
1396,古代から現在までのあらゆる{j}生物の骨でできている弓。{j}風格もあり、弓使い憧れの的。,
1397,古代から現在までのあらゆる{j}生物の骨でできている弓。{j}風格もあり、弓使い憧れの的。,
1398,古代から現在までのあらゆる{j}生物の骨でできている弓。{j}風格もあり、弓使い憧れの的。,
1399,古代から現在までのあらゆる{j}生物の骨でできている弓。{j}弓使い憧れの的。{c16}≪親方印≫{/c},
1400,狙った獲物は逃がさないと噂{j}される独特な形状をした弓。{j}これであの人も…。{c16}≪親方印≫{/c},Oddly shaped Bow that no{j}prey can hope to escape.{j}これであの人も…。{c16}≪親方印≫{/c}
1401,雪獅子の素材を綿密に織り込{j}み、更なる強化に成功した弓。{j}その外見に似合わぬ高威力。,
1402,身近な鉱石で作られているが{j}その扱い易さから人気も有り、{j}更なる強化を望まれている。,
1403,祖龍の魂を宿した白き神弓。{j}穢れ無き心にて弦を引けば、{j}千年の繁栄が約束される。,White Bow containing the{j}soul of a Fatalis. Purifies{j}千年の繁栄が約束される。
1404,装飾の施された黒い重弩。{j}名工謹製の逸品。{j}{c11}≪ＨＣ武器≫{/c},A precious black crossbow{j}covered in decorations.{j}{c11}≪ＨＣWeapon≫{/c}
1405,キャラバンの民に多大な貢献{j}をした証。後方支援に特化し{j}ている。{c11}≪ＨＣ武器≫{/c},
1406,装飾の施された黒い軽弩。{j}{c03}LV1 貫通弾{/c}、{c03}電撃弾{/c}が{j}{c03}速射{/c}対応。{c11}≪ＨＣ武器≫{/c},Black crossbow covered in{j}{c03}LV1 貫通弾{/c}、{c03}電撃弾{/c}が{j}{c03}速射{/c}対応。{c11}≪ＨＣ武器≫{/c}
1407,{c03}LV1 貫通弾{/c}、{c03}LV1 徹甲榴弾{/c}が{j}{c03}速射{/c}対応。奇をてらった設計の{j}秘密兵器。{c11}≪ＨＣ武器≫{/c},
1408,装飾の施された黒い弓。{j}名工謹製の逸品。{j}{c11}≪ＨＣ武器≫{/c},"A Black Bow, covered in{j}beauty and practicality.{j}{c11}≪ＨＣWeapon≫{/c}"
1409,夜陰に乗じて獲物を仕留める{j}木製の高性能な貫通弓。{j}{c11}≪ＨＣ武器≫{/c},
1410,最新の技術により、晶竜の{j}素材の特性が最大限に活か{j}されたヘビィボウガン。,
1411,最新の技術により、晶竜の{j}素材の特性が最大限に活か{j}されたヘビィボウガン。,
1412,晶竜の素材と、最新の技術が{j}詰め込まれたヘビィボウガン。{j}{c02}≪剛種武器≫{/c},
1413,0,
1414,獰竜素材と最新の技術を利用{j}して作られたヘビィボウガン。{j}非常に使いやすい。,
1415,獰竜素材と最新の技術を利用{j}して作られたヘビィボウガン。{j}非常に使いやすい。,
1416,獰竜素材と最新の技術を利用{j}して作られたヘビィボウガン。{j}非常に使いやすい。,
1417,獰竜素材と最新の技術の結晶。{j}使いやすく、そして、力強い。{j}{c02}≪剛種武器≫{/c},
1418,どんなに硬い甲殻でも穿つ{j}火力を持った玄人向けの{j}重弩。{c11}≪ＨＣ武器≫{/c},
1419,どんなに硬い甲殻でも穿つ{j}火力を持った玄人向けの{j}重弩。{c11}≪ＨＣ武器≫{/c},
1420,どんなに硬い甲殻でも穿つ{j}火力を持った玄人向けの{j}重弩。{c11}≪ＨＣ武器≫{/c},
1421,狙われた獲物は逃げられないと{j}いう伝説を残す大巌竜の重弩。{j}{c06}爆撃弾{/c}に対応。{c05}≪進化武器≫{/c},
1422,星を撃ち落としたという{j}伝説を持つ大巌竜の重弩。{j}{c06}爆撃弾{/c}に対応。{c05}≪進化武器≫{/c},
1423,狙われた獲物は逃げられないと{j}いう伝説を残す大巌竜の重弩。{j}{c06}龍爆撃弾{/c}に対応。{c05}≪進化武器≫{/c},
1424,月を削ったと伝わる大巌竜の{j}重弩。{c06}爆撃弾{/c}、{c06}龍爆撃弾{/c}{j}に対応。{c05}≪進化武器≫{/c},
1425,装飾の施された金色の重弩。{j}儀礼用だが実用性も{j}兼ね備えた名工謹製の逸品。,
1426,装飾の施された金色の重弩。{j}儀礼用だが実用性も{j}兼ね備えた名工謹製の逸品。,
1427,装飾の施された金色の重弩。{j}儀礼用だが実用性も{j}兼ね備えた名工謹製の逸品。,
1428,装飾の施された金色の重弩。{j}名工謹製の逸品。{j}{c16}≪親方印≫{/c},
1429,装飾の施された金色の重弩。{j}名工謹製の逸品。{j}{c11}≪ＨＣ武器≫{/c},
1430,北方の地で祭事に用いられる{j}鉄球を模したボウガン。見た{j}目に反し軽量で扱い易い。,
1431,北方の地で祭事に用いられる{j}鉄球を模したボウガン。見た{j}目に反し軽量で扱い易い。,
1432,北方の地で祭事に用いられる{j}鉄球を模したボウガン。軽量で{j}扱い易い。{c11}≪ＨＣ武器≫{/c},
1433,北方の地で祭事に用いられる{j}鉄球を模したボウガン。見た{j}目に反し軽量で扱い易い。,
1434,北方の地で祭事に用いられる{j}鉄球を模したボウガン。見た{j}目に反し軽量で扱い易い。,
1435,北方の地で祭事に用いられる{j}鉄球を模したボウガン。軽量で{j}扱い易い。{c11}≪ＨＣ武器≫{/c},
1436,まるで生き物のような脈動を{j}伝え、所有者に不思議な力を{j}与えるとされる重銃。,
1437,まるで生き物のような脈動を{j}伝え、所有者に不思議な力を{j}与えるとされる重銃。,
1438,まるで生き物のような脈動を{j}伝え、所有者に不思議な力を{j}与えるとされる重銃。,
1439,打ち上げ花火用の大筒を重砲{j}に改造。とても重く、扱える{j}ハンターは少数。{c16}≪親方印≫{/c},
1440,打ち上げ花火用の大筒を重砲{j}に改造。弾を発射するときの{j}摩擦を軽減した。{c11}≪ＨＣ武器≫{/c},
1441,龍木を用いて劇的な進化を遂{j}げた汎用性の高いヘビィボウ{j}ガン。根強い人気を誇る。,
1442,ユニオン鉱石を用いて更なる{j}強度を得た重弩。これから始{j}める貴方にもお勧めの逸品。,
1443,水竜の素材をふんだんに使用{j}した重弩。高密度なフレーム{j}が、更なる火力を生み出す。,
1444,猛る牙獣をモチーフに{j}玄人好みに仕上げた軽弩。{j}{c11}≪ＨＣ武器≫{/c},
1445,猛る牙獣をモチーフに{j}玄人好みに仕上げた軽弩。{j}{c11}≪ＨＣ武器≫{/c},
1446,猛る牙獣をモチーフに{j}玄人好みに仕上げた軽弩。{j}{c11}≪ＨＣ武器≫{/c},
1447,0,
1448,随所に職人技が光る軽弩。{j}{c03}LV2 通常弾{/c}、{c03}LV1 散弾{/c}が{j}{c03}速射{/c}対応。{c07}ＳＰ武器{/c},
1449,装飾の施された金色の軽弩。{j}名工謹製の逸品。{c03}LV2 通常弾{/c}、{j}{c03}LV1 散弾{/c}が{c03}速射{/c}対応。,
1450,装飾の施された金色の軽弩。{j}名工謹製の逸品。{c03}LV2 通常弾{/c}、{j}{c03}LV1 散弾{/c}が{c03}速射{/c}対応。,
1451,装飾の施された金色の軽弩。{j}名工謹製の逸品。{c03}LV2 通常弾{/c}、{j}{c03}LV1 散弾{/c}が{c03}速射{/c}対応。,
1452,装飾の施された金色の軽弩。{j}{c03}LV2 通常弾{/c}、{c03}LV1 散弾{/c}が{j}{c03}速射{/c}対応。{c16}≪親方印≫{/c},
1453,装飾の施された金色の軽弩。{j}{c03}LV2 通常弾{/c}、{c03}LV1 散弾{/c}が{j}{c03}速射{/c}対応。{c11}≪ＨＣ武器≫{/c},
1454,華麗な花束のライトボウガン。{j}{c03}LV2 通常弾{/c}、{c03}LV1 貫通弾{/c}、{j}{c03}LV1 散弾{/c}が{c03}速射{/c}対応。,
1455,華麗な花束のライトボウガン。{j}{c03}LV2 通常弾{/c}、{c03}LV1 貫通弾{/c}、{j}{c03}LV1 散弾{/c}が{c03}速射{/c}対応。,
1456,華麗な花束のライトボウガン。{j}{c03}LV2 通常弾{/c}、{c03}LV1 貫通弾{/c}、{j}{c03}LV1 散弾{/c}が{c03}速射{/c}対応。,
1457,華麗な花束のライトボウガン。{j}{c03}LV2 通常弾{/c}、{c03}LV1 貫通弾{/c}、{c03}LV1{j}散弾{/c}が{c03}速射{/c}対応。{c16}≪親方印≫{/c},
1458,華麗な花束のライトボウガン。{j}{c03}LV2 通常弾{/c}、{c03}LV1 貫通弾{/c}、{c03}LV1{j}散弾{/c}が{c03}速射{/c}対応。{c11}≪ＨＣ武器≫{/c},
1459,進化する軽弩。{j}{c06}強酸弾{/c}に対応。{c03}LV2 通常弾{/c}{j}が{c03}速射{/c}対応。{c05}≪進化武器≫{/c},
1460,進化する軽弩。{c06}強酸弾{/c}に{j}対応。{c03}LV2 通常弾{/c}、{c03}LV1 貫通弾{/c}{j}が{c03}速射{/c}対応。{c05}≪進化武器≫{/c},
1461,進化する軽弩。{c06}雷酸弾{/c}に{j}対応。{c03}LV2 通常弾{/c}、{c03}電撃弾{/c}{j}が{c03}速射{/c}対応。{c05}≪進化武器≫{/c},
1462,工房が新たに開発した合金で{j}生産した次世代の軽弩。{j}{c03}LV2 通常弾{/c}が{c03}速射{/c}対応。,
1463,工房が新たに開発した合金で{j}生産した次世代の軽弩。{j}{c03}LV2 通常弾{/c}が{c03}速射{/c}対応。,
1464,工房が新たに開発した合金で{j}生産した次世代の軽弩。{j}{c03}LV2 通常弾{/c}が{c03}速射{/c}対応。,
1465,工房が開発した次世代の軽弩。{j}{c03}LV2 通常弾{/c}が{c03}速射{/c}対応。{j}{c11}≪ＨＣ武器≫{/c},
1466,工房が開発した次世代の軽弩。{j}{c03}火炎弾{/c}、{c03}水冷弾{/c}、{c03}電撃弾{/c}が{j}{c03}速射{/c}対応。,
1467,工房が開発した次世代の軽弩。{j}{c03}火炎弾{/c}、{c03}水冷弾{/c}、{c03}電撃弾{/c}が{j}{c03}速射{/c}対応。,
1468,工房が開発した次世代の軽弩。{j}{c03}火炎弾{/c}、{c03}水冷弾{/c}、{c03}電撃弾{/c}が{j}{c03}速射{/c}対応。,
1469,工房が開発した次世代の軽弩。{j}{c03}火炎弾{/c}、{c03}水冷弾{/c}、{c03}電撃弾{/c}が{j}{c03}速射{/c}対応。{c11}≪ＨＣ武器≫{/c},
1470,出所が不明のライトボウガン。{j}混沌が訪れる際、これを持っ{j}た婦人が目撃されるらしい。,
1471,溶岩竜の素材を使用した{j}変わった形の軽弩。{c03}火炎弾{/c}、{j}{c03}LV1 徹甲榴弾{/c}の{c03}速射{/c}が可能。,
1472,少し臭いの残る桃毛獣の{j}ライトボウガン。{c03}LV2 通常弾{/c}、{j}{c03}LV1 散弾{/c}が{c03}速射{/c}対応。,
1473,極龍の力を具現する弓。{j}この弓から放たれる矢は{j}力を持ち、目標を射抜く。,
1474,極龍の力を具現する弓。{j}この弓から放たれる矢は{j}力を持ち、目標を射抜く。,
1475,極龍の力を具現する弓。{j}この弓から放たれる矢は{j}力を持ち、目標を射抜く。,
1476,極龍の力を具現する弓。{j}放つ矢は全てを射抜く。{j}{c02}≪剛種武器≫{/c},
1477,極龍の力を具現する弓。{j}放つ矢は全てを射抜く。{j}{c02}≪剛種武器≫{/c},
1478,厳選された桜火竜素材を{j}熟練弓手向けに組み上げた{j}逸品。{c11}≪ＨＣ武器≫{/c},
1479,厳選された桜火竜素材を{j}熟練弓手向けに組み上げた{j}逸品。{c11}≪ＨＣ武器≫{/c},
1480,厳選された桜火竜素材を{j}熟練弓手向けに組み上げた{j}逸品。{c11}≪ＨＣ武器≫{/c},
1481,厳選された桜火竜素材を{j}熟練弓手向けに組み上げた{j}逸品。{c11}≪ＨＣ武器≫{/c},
1482,凍てついた冬を耐えたことで{j}生命の息吹を宿したと伝わる{j}剛弓。{c02}≪天嵐武器≫{/c},
1483,正体不明のモンスターの甲殻{j}から制作した貫通弓。{j}とても重く、扱いが難しい。,
1484,正体不明のモンスターの甲殻{j}から制作した貫通弓。{j}とても重く、扱いが難しい。,
1485,灰晶蠍の素材で強化した弓。{j}凄まじい攻撃力を秘めた矢が{j}モンスターの殻を貫通する。,
1486,数多の灰晶蠍を討伐した証と{j}して所持が許される貫通弓。{j}{c16}≪親方印≫{/c},
1487,数多の灰晶蠍を討伐した証と{j}して所持が許される貫通弓。{j}{c11}≪ＨＣ武器≫{/c},
1488,装飾の施された金色の弓。{j}儀礼用だが実用性も{j}兼ね備えた名工謹製の逸品。,
1489,装飾の施された金色の弓。{j}儀礼用だが実用性も{j}兼ね備えた名工謹製の逸品。,
1490,装飾の施された金色の弓。{j}儀礼用だが実用性も{j}兼ね備えた名工謹製の逸品。,
1491,装飾の施された金色の弓。{j}名工謹製の逸品。{j}{c16}≪親方印≫{/c},
1492,装飾の施された金色の弓。{j}名工謹製の逸品。{j}{c11}≪ＨＣ武器≫{/c},
1493,伝承の中で言い伝えられて{j}いた弓。放たれた矢の数は{j}誰もわからない。{c16}≪親方印≫{/c},
1494,伝承の中で言い伝えられて{j}いた弓。放たれた矢の数は{j}誰もわからない。{c11}≪ＨＣ武器≫{/c},
1495,古代から現在までのあらゆる{j}生物の骨でできている弓。{j}堂々たる風格。{c11}≪ＨＣ武器≫{/c},
1496,制約を越えた未知なる仲間に{j}ささげられた漆黒の弓。{j}決して屈せず。{c11}≪ＨＣ武器≫{/c},
1497,藍色の木で製作した弓。氷結{j}された矢は肉を裂きながら{j}モンスターを貫く。{c16}≪親方印≫{/c},
1498,汎用性の高いクイックボウを{j}増強した狩猟用の弓。破壊{j}力抜群。,
1499,ヒプノックの素材を使った弓。{j}繁殖期の蒼毛を使用すること{j}で、より鮮やかな色彩に。,
1500,汎用性の高さが売りの狩猟弓。{j}攻撃力、身を守る効果共に強化{j}された癖の無い逸品。,
1501,高速で飛ぶ竜をも射抜いたと{j}伝えられる熟練ハンターが好{j}んで使う黒い弓。{c11}≪ＨＣ武器≫{/c},
1502,スティールレイヴンの設計図{j}を元に、異なる金属で新たに{j}開発された弓。,
1503,弩岩竜の素材で作られた重弩。{j}よく狙い、発射！{j}{c02}≪剛種武器≫{/c},
1504,弩岩竜の素材で作られた重弩。{j}よく狙い、構え、発射！{j}{c02}≪天嵐武器≫{/c},
1505,弩岩竜の素材で作られた重弩。{j}よく狙い、構え、熱く発射！{j}{c02}≪覇種武器≫{/c},
1506,頑健なフレームはそれだけで{j}基本性能の高さを表す。{j}{c02}≪天嵐武器≫{/c},
1507,特殊な技法で作成された{j}規格外の高機能弓。{j}{c02}≪天嵐武器≫{/c},
1508,エピドシスシリーズの重弩。{j}造形は武器種ごとに様々だが、{j}実用性が高く愛用者が多い。,
1509,エピドシスシリーズの重弩。{j}造形は武器種ごとに様々だが、{j}実用性が高く愛用者が多い。,
1510,エピドシスシリーズの重弩。{j}造形は武器種ごとに様々だが、{j}実用性が高く愛用者が多い。,
1511,カンビオシリーズの重弩。{j}造形は武器種ごとに様々だが、{j}実用性が高く愛用者が多い。,
1512,カンビオシリーズの重弩。{j}造形は武器種ごとに様々だが、{j}実用性が高く愛用者が多い。,
1513,カンビオシリーズの重弩。{j}造形は武器種ごとに様々だが、{j}実用性が高く愛用者が多い。,
1514,装飾の施された黒い重弩。{j}名工謹製の逸品。{j}{c11}≪ＨＣ武器≫{/c},
1515,新進気鋭の発明家が設計した{j}蒸気式重砲。独自技術により{j}半永久的な動作が可能。,
1516,新進気鋭の発明家が設計した{j}蒸気式重砲。独自技術により{j}半永久的な動作が可能。,
1517,自然の力を利用することで{j}理論上の性能限界を超えた{j}蒸気式機械重砲。,
1518,常人には理解不能な新理論を{j}提唱し、開発した蒸気式重砲。{j}使い易さ重視。{c16}≪親方印≫{/c},
